Step,AgentID,Type,Current_Emissions,Total_Emissions,Efficiency,A_Star_Cost,Position
2,50,business,257.23626296843884,514.9593456684486,0.39064014333490077,536.1395114244874,"(19, 3)"
2,51,business,301.84635222041874,604.3020248118015,0.41574176427799203,628.2543768225974,"(4, 1)"
2,52,business,220.19031859361186,440.8388163253108,0.4044395245980847,456.4255418117605,"(2, 2)"
2,53,business,220.31299832693315,441.04526776839367,0.33066052274968083,455.0998512030917,"(19, 12)"
2,54,business,271.76944904391627,544.0562293862401,0.4091630502610009,567.6937508943165,"(11, 7)"
2,55,vehicle,4.887452875820773,9.79459271380753,0.7380892633926283,14.968954605846015,"(11, 6)"
2,56,vehicle,4.476334470445812,8.970558683062755,0.6440367377191024,13.635806977558554,"(4, 6)"
2,57,vehicle,5.52496151694829,11.071825163882162,0.5445930117130259,16.736606448848136,"(9, 9)"
2,58,vehicle,4.713405250487301,9.445538680627337,0.5731619762598326,14.300838886316003,"(7, 10)"
2,59,vehicle,8.848783563332475,17.73301779731522,0.6734529684404387,27.00041936036868,"(8, 12)"
2,60,vehicle,16.416304437776827,32.898711540182305,0.7339342614648102,52.07570831323672,"(9, 12)"
2,61,vehicle,3.9512784737640594,7.918439742283643,0.7133263620354948,12.084305684885756,"(4, 14)"
2,62,vehicle,3.3360539734682235,6.685376637003957,0.5854588936326244,10.128796312285965,"(11, 16)"
2,63,vehicle,32.21963216408858,64.56819122250249,0.6590974140206844,101.7382006024257,"(7, 18)"
2,64,vehicle,5.810227419194638,11.643594175813842,0.6013428464391771,17.65648930753599,"(3, 19)"
2,65,vehicle,28.066836039906736,56.245321420719364,0.5873735714325286,88.24322080976059,"(16, 8)"
2,66,vehicle,7.407346360236128,14.844387170416915,0.6809644248746007,22.611875809986735,"(12, 2)"
2,67,vehicle,3.697002063339635,7.4088615361616075,0.7106990009305114,11.304925758747297,"(9, 10)"
2,68,vehicle,5.425215483520085,10.872044840988853,0.6057861896678651,16.49060628425194,"(12, 8)"
2,69,vehicle,8.262903416026152,16.558734688491477,0.6090251311766611,25.120681173943638,"(5, 14)"
2,70,vehicle,8.024605566955218,16.081063610969466,0.5606264633298618,24.330309402899367,"(4, 13)"
2,71,vehicle,2.790335382487334,5.59178373891663,0.6017963801675852,8.47966488624497,"(7, 6)"
2,72,vehicle,7.91696397112998,15.865761397456605,0.7170451663006654,24.21788946034436,"(4, 5)"
